YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,INCIDENTCOUNT,AVERAGERESPONSETIME
2014/11,Medical Emergencies,Queens,"3,899",04:39
2014/11,Medical False Alarm,Citywide,277,04:22
2014/11,Medical False Alarm,Manhattan,66,04:44
2014/11,Medical False Alarm,Bronx,44,04:36
2014/11,Medical False Alarm,Staten Island,11,04:28
2014/11,Medical False Alarm,Brooklyn,89,03:43
2014/11,Medical False Alarm,Queens,67,04:42
2014/11,NonMedical Emergencies,Citywide,"18,642",05:10
2014/11,NonMedical Emergencies,Manhattan,"5,339",05:23
2014/11,NonMedical Emergencies,Bronx,"3,777",05:23
2014/11,NonMedical Emergencies,Staten Island,790,05:09
2014/11,NonMedical Emergencies,Brooklyn,"5,127",04:33
2014/11,NonMedical Emergencies,Queens,"3,609",05:28
2014/11,NonStructural Fires,Citywide,943,04:24
2014/11,NonStructural Fires,Manhattan,237,04:38
2014/11,NonStructural Fires,Bronx,176,04:42
2014/11,NonStructural Fires,Staten Island,66,04:44
2014/11,NonStructural Fires,Brooklyn,249,03:50
2014/11,NonStructural Fires,Queens,215,04:30
2014/11,Structural Fires,Citywide,"2,562",04:11
2014/11,Structural Fires,Manhattan,561,04:16
2014/11,Structural Fires,Bronx,574,04:20
2014/11,Structural Fires,Staten Island,134,04:36
2014/11,Structural Fires,Brooklyn,777,03:44
2014/11,Structural Fires,Queens,516,04:29
2014/12,All Fire/Emergency Incidents,Citywide,"42,575",04:47
2014/12,All Fire/Emergency Incidents,Manhattan,"11,383",05:04
2014/12,All Fire/Emergency Incidents,Bronx,"8,773",04:56
2014/12,All Fire/Emergency Incidents,Staten Island,"2,020",04:44
2014/12,All Fire/Emergency Incidents,Brooklyn,"12,036",04:18
2014/12,All Fire/Emergency Incidents,Queens,"8,363",04:59
2014/12,False Alarm,Citywide,"1,412",04:43
2014/12,False Alarm,Manhattan,331,05:17
2014/12,False Alarm,Bronx,313,04:35
2014/12,False Alarm,Staten Island,115,04:18
2014/12,False Alarm,Brooklyn,358,04:11
2014/12,False Alarm,Queens,295,04:59
2014/12,Medical Emergencies,Citywide,"20,037",04:29
2014/12,Medical Emergencies,Manhattan,"5,432",04:45
2014/12,Medical Emergencies,Bronx,"3,903",04:36
2014/12,Medical Emergencies,Staten Island,963,04:33
2014/12,Medical Emergencies,Brooklyn,"5,667",04:05
2014/12,Medical Emergencies,Queens,"4,072",04:40
2014/12,Medical False Alarm,Citywide,260,04:33
2014/12,Medical False Alarm,Manhattan,67,04:29
2014/12,Medical False Alarm,Bronx,45,05:00
2014/12,Medical False Alarm,Staten Island,11,04:37
2014/12,Medical False Alarm,Brooklyn,87,03:59
2014/12,Medical False Alarm,Queens,50,05:18
2014/12,NonMedical Emergencies,Citywide,"17,657",05:08
2014/12,NonMedical Emergencies,Manhattan,"4,848",05:24
2014/12,NonMedical Emergencies,Bronx,"3,791",05:19
2014/12,NonMedical Emergencies,Staten Island,754,05:01
2014/12,NonMedical Emergencies,Brooklyn,"4,972",04:37
2014/12,NonMedical Emergencies,Queens,"3,292",05:22
2014/12,NonStructural Fires,Citywide,715,04:19
2014/12,NonStructural Fires,Manhattan,179,04:28
2014/12,NonStructural Fires,Bronx,115,04:43
2014/12,NonStructural Fires,Staten Island,42,04:17
2014/12,NonStructural Fires,Brooklyn,215,03:41
2014/12,NonStructural Fires,Queens,164,04:43
2014/12,Structural Fires,Citywide,"2,494",04:11
2014/12,Structural Fires,Manhattan,526,04:15
2014/12,Structural Fires,Bronx,606,04:20
2014/12,Structural Fires,Staten Island,135,04:39
2014/12,Structural Fires,Brooklyn,737,03:42
2014/12,Structural Fires,Queens,490,04:33
2015/01,All Fire/Emergency Incidents,Citywide,"46,482",04:55
2015/01,All Fire/Emergency Incidents,Manhattan,"12,517",05:04
2015/01,All Fire/Emergency Incidents,Bronx,"9,230",05:09
2015/01,All Fire/Emergency Incidents,Staten Island,"2,390",05:05
2015/01,All Fire/Emergency Incidents,Brooklyn,"13,104",04:24
2015/01,All Fire/Emergency Incidents,Queens,"9,241",05:12
2015/01,False Alarm,Citywide,"1,360",04:47
2015/01,False Alarm,Manhattan,335,04:51
2015/01,False Alarm,Bronx,267,05:03
2015/01,False Alarm,Staten Island,102,04:53
2015/01,False Alarm,Brooklyn,380,04:21
2015/01,False Alarm,Queens,276,04:58
2015/01,Medical Emergencies,Citywide,"20,068",04:35
2015/01,Medical Emergencies,Manhattan,"5,170",04:48
2015/01,Medical Emergencies,Bronx,"4,080",04:49
2015/01,Medical Emergencies,Staten Island,962,04:44
2015/01,Medical Emergencies,Brooklyn,"5,680",04:09
2015/01,Medical Emergencies,Queens,"4,176",04:44
2015/01,Medical False Alarm,Citywide,207,04:21
2015/01,Medical False Alarm,Manhattan,47,04:39
2015/01,Medical False Alarm,Bronx,32,04:48
2015/01,Medical False Alarm,Staten Island,7,03:46
2015/01,Medical False Alarm,Brooklyn,74,04:12
2015/01,Medical False Alarm,Queens,47,04:06
2015/01,NonMedical Emergencies,Citywide,"20,840",05:18
2015/01,NonMedical Emergencies,Manhattan,"5,975",05:20
2015/01,NonMedical Emergencies,Bronx,"4,142",05:34
2015/01,NonMedical Emergencies,Staten Island,"1,157",05:29
2015/01,NonMedical Emergencies,Brooklyn,"5,628",04:46
2015/01,NonMedical Emergencies,Queens,"3,938",05:44
2015/01,NonStructural Fires,Citywide,"1,637",04:22
2015/01,NonStructural Fires,Manhattan,401,04:38
2015/01,NonStructural Fires,Bronx,171,04:26
2015/01,NonStructural Fires,Staten Island,47,04:28
2015/01,NonStructural Fires,Brooklyn,634,03:59
2015/01,NonStructural Fires,Queens,384,04:41
2015/01,Structural Fires,Citywide,"2,370",04:07
2015/01,Structural Fires,Manhattan,589,04:21
2015/01,Structural Fires,Bronx,538,04:15
2015/01,Structural Fires,Staten Island,115,04:09
2015/01,Structural Fires,Brooklyn,708,03:36
2015/01,Structural Fires,Queens,420,04:31
2015/02,All Fire/Emergency Incidents,Citywide,"47,056",05:16
2015/02,All Fire/Emergency Incidents,Manhattan,"12,327",05:23
2015/02,All Fire/Emergency Incidents,Bronx,"8,881",05:31
2015/02,All Fire/Emergency Incidents,Staten Island,"2,442",05:28
2015/02,All Fire/Emergency Incidents,Brooklyn,"13,709",04:46
2015/02,All Fire/Emergency Incidents,Queens,"9,697",05:32
2015/02,False Alarm,Citywide,"1,347",05:01
2015/02,False Alarm,Manhattan,273,05:09
2015/02,False Alarm,Bronx,286,04:53
2015/02,False Alarm,Staten Island,129,05:01
2015/02,False Alarm,Brooklyn,386,04:35
2015/02,False Alarm,Queens,273,05:39
2015/02,Medical Emergencies,Citywide,"17,420",04:43
2015/02,Medical Emergencies,Manhattan,"4,451",04:56
2015/02,Medical Emergencies,Bronx,"3,417",05:01
2015/02,Medical Emergencies,Staten Island,910,04:48
2015/02,Medical Emergencies,Brooklyn,"5,056",04:17
2015/02,Medical Emergencies,Queens,"3,586",04:50
2015/02,Medical False Alarm,Citywide,194,04:41
2015/02,Medical False Alarm,Manhattan,51,04:44
2015/02,Medical False Alarm,Bronx,41,05:10
2015/02,Medical False Alarm,Staten Island,3,04:36
2015/02,Medical False Alarm,Brooklyn,58,04:01
2015/02,Medical False Alarm,Queens,41,05:00
2015/02,NonMedical Emergencies,Citywide,"23,145",05:45
2015/02,NonMedical Emergencies,Manhattan,"6,361",05:43
2015/02,NonMedical Emergencies,Bronx,"4,414",06:00
2015/02,NonMedical Emergencies,Staten Island,"1,274",06:00
2015/02,NonMedical Emergencies,Brooklyn,"6,374",05:18
2015/02,NonMedical Emergencies,Queens,"4,722",06:06
2015/02,NonStructural Fires,Citywide,"2,650",04:36
2015/02,NonStructural Fires,Manhattan,618,04:53
2015/02,NonStructural Fires,Bronx,234,04:45
2015/02,NonStructural Fires,Staten Island,23,04:07
2015/02,NonStructural Fires,Brooklyn,"1,109",04:10
2015/02,NonStructural Fires,Queens,666,05:03
2015/02,Structural Fires,Citywide,"2,300",04:20
2015/02,Structural Fires,Manhattan,573,04:35
2015/02,Structural Fires,Bronx,489,04:25
2015/02,Structural Fires,Staten Island,103,04:36
2015/02,Structural Fires,Brooklyn,726,03:57
2015/02,Structural Fires,Queens,409,04:29
2015/03,All Fire/Emergency Incidents,Citywide,"47,294",04:59
2015/03,All Fire/Emergency Incidents,Manhattan,"12,651",05:13
2015/03,All Fire/Emergency Incidents,Bronx,"9,250",05:12
2015/03,All Fire/Emergency Incidents,Staten Island,"2,351",05:02
2015/03,All Fire/Emergency Incidents,Brooklyn,"13,488",04:26
2015/03,All Fire/Emergency Incidents,Queens,"9,554",05:14
2015/03,False Alarm,Citywide,"1,584",04:49
2015/03,False Alarm,Manhattan,330,05:17
2015/03,False Alarm,Bronx,340,04:44
2015/03,False Alarm,Staten Island,115,05:01
2015/03,False Alarm,Brooklyn,487,04:20
2015/03,False Alarm,Queens,312,05:04
2015/03,Medical Emergencies,Citywide,"19,809",04:37
2015/03,Medical Emergencies,Manhattan,"5,100",04:48
2015/03,Medical Emergencies,Bronx,"3,951",04:55
2015/03,Medical Emergencies,Staten Island,980,04:47
2015/03,Medical Emergencies,Brooklyn,"5,638",04:09
2015/03,Medical Emergencies,Queens,"4,140",04:45
2015/03,Medical False Alarm,Citywide,221,04:29
2015/03,Medical False Alarm,Manhattan,42,04:35
2015/03,Medical False Alarm,Bronx,30,04:40
2015/03,Medical False Alarm,Staten Island,17,04:18
2015/03,Medical False Alarm,Brooklyn,78,04:17
2015/03,Medical False Alarm,Queens,54,04:38
2015/03,NonMedical Emergencies,Citywide,"20,908",05:23
2015/03,NonMedical Emergencies,Manhattan,"6,052",05:32
2015/03,NonMedical Emergencies,Bronx,"4,104",05:36
2015/03,NonMedical Emergencies,Staten Island,"1,076",05:17
2015/03,NonMedical Emergencies,Brooklyn,"5,588",04:49
2015/03,NonMedical Emergencies,Queens,"4,088",05:45
2015/03,NonStructural Fires,Citywide,"2,354",04:32
2015/03,NonStructural Fires,Manhattan,575,04:54
2015/03,NonStructural Fires,Bronx,308,04:41
2015/03,NonStructural Fires,Staten Island,47,04:48
2015/03,NonStructural Fires,Brooklyn,900,04:05
2015/03,NonStructural Fires,Queens,524,04:48
2015/03,Structural Fires,Citywide,"2,418",04:13
2015/03,Structural Fires,Manhattan,552,04:30
2015/03,Structural Fires,Bronx,517,04:19
2015/03,Structural Fires,Staten Island,116,04:30
2015/03,Structural Fires,Brooklyn,797,03:41
2015/03,Structural Fires,Queens,436,04:40
2015/04,All Fire/Emergency Incidents,Citywide,"46,952",04:46
2015/04,All Fire/Emergency Incidents,Manhattan,"13,218",05:03
2015/04,All Fire/Emergency Incidents,Bronx,"9,094",05:00
2015/04,All Fire/Emergency Incidents,Staten Island,"2,171",04:45
2015/04,All Fire/Emergency Incidents,Brooklyn,"13,202",04:13
2015/04,All Fire/Emergency Incidents,Queens,"9,267",04:57
2015/04,False Alarm,Citywide,"1,724",04:36
2015/04,False Alarm,Manhattan,390,05:01
2015/04,False Alarm,Bronx,395,04:40
2015/04,False Alarm,Staten Island,105,04:22
2015/04,False Alarm,Brooklyn,419,04:05
2015/04,False Alarm,Queens,415,04:44
2015/04,Medical Emergencies,Citywide,"21,066",04:28
2015/04,Medical Emergencies,Manhattan,"6,032",04:44
2015/04,Medical Emergencies,Bronx,"4,008",04:41
2015/04,Medical Emergencies,Staten Island,977,04:41
2015/04,Medical Emergencies,Brooklyn,"5,883",04:00
2015/04,Medical Emergencies,Queens,"4,166",04:32
2015/04,Medical False Alarm,Citywide,238,04:29
2015/04,Medical False Alarm,Manhattan,58,04:30
2015/04,Medical False Alarm,Bronx,32,04:37
2015/04,Medical False Alarm,Staten Island,12,04:54
2015/04,Medical False Alarm,Brooklyn,70,04:03
2015/04,Medical False Alarm,Queens,66,04:46
2015/04,NonMedical Emergencies,Citywide,"19,931",05:07
2015/04,NonMedical Emergencies,Manhattan,"5,900",05:20
2015/04,NonMedical Emergencies,Bronx,"3,904",05:24
2015/04,NonMedical Emergencies,Staten Island,849,04:54
2015/04,NonMedical Emergencies,Brooklyn,"5,467",04:31
2015/04,NonMedical Emergencies,Queens,"3,811",05:25
2015/04,NonStructural Fires,Citywide,"1,555",04:25
2015/04,NonStructural Fires,Manhattan,350,04:43
2015/04,NonStructural Fires,Bronx,198,04:34
2015/04,NonStructural Fires,Staten Island,101,04:17
2015/04,NonStructural Fires,Brooklyn,575,03:50
2015/04,NonStructural Fires,Queens,331,04:49
2015/04,Structural Fires,Citywide,"2,438",04:08
2015/04,Structural Fires,Manhattan,488,04:16
2015/04,Structural Fires,Bronx,557,04:19
2015/04,Structural Fires,Staten Island,127,04:42
2015/04,Structural Fires,Brooklyn,788,03:39
2015/04,Structural Fires,Queens,478,04:23
2015/05,All Fire/Emergency Incidents,Citywide,"49,825",04:47
2015/05,All Fire/Emergency Incidents,Manhattan,"13,610",05:01
2015/05,All Fire/Emergency Incidents,Bronx,"9,984",05:00
2015/05,All Fire/Emergency Incidents,Staten Island,"2,514",04:48
2015/05,All Fire/Emergency Incidents,Brooklyn,"13,971",04:16
2015/05,All Fire/Emergency Incidents,Queens,"9,746",04:58
2015/05,False Alarm,Citywide,"1,952",04:47
2015/05,False Alarm,Manhattan,360,04:53
2015/05,False Alarm,Bronx,481,04:54
2015/05,False Alarm,Staten Island,151,04:48
2015/05,False Alarm,Brooklyn,527,04:27
2015/05,False Alarm,Queens,433,04:58
2015/05,Medical Emergencies,Citywide,"23,841",04:25
2015/05,Medical Emergencies,Manhattan,"6,476",04:38
2015/05,Medical Emergencies,Bronx,"4,670",04:40
2015/05,Medical Emergencies,Staten Island,"1,137",04:26
2015/05,Medical Emergencies,Brooklyn,"6,927",03:59
2015/05,Medical Emergencies,Queens,"4,631",04:33
2015/05,Medical False Alarm,Citywide,323,04:32
2015/05,Medical False Alarm,Manhattan,74,04:35
2015/05,Medical False Alarm,Bronx,71,05:08
2015/05,Medical False Alarm,Staten Island,6,03:44
2015/05,Medical False Alarm,Brooklyn,106,03:51
2015/05,Medical False Alarm,Queens,66,05:02
2015/05,NonMedical Emergencies,Citywide,"19,586",05:12
2015/05,NonMedical Emergencies,Manhattan,"5,812",05:24
2015/05,NonMedical Emergencies,Bronx,"3,872",05:26
2015/05,NonMedical Emergencies,Staten Island,985,05:08
2015/05,NonMedical Emergencies,Brooklyn,"5,204",04:40
2015/05,NonMedical Emergencies,Queens,"3,713",05:25
2015/05,NonStructural Fires,Citywide,"1,768",04:42
2015/05,NonStructural Fires,Manhattan,389,04:51
2015/05,NonStructural Fires,Bronx,341,04:58
2015/05,NonStructural Fires,Staten Island,111,05:20
2015/05,NonStructural Fires,Brooklyn,499,03:59
2015/05,NonStructural Fires,Queens,428,04:58
2015/05,Structural Fires,Citywide,"2,355",04:09
2015/05,Structural Fires,Manhattan,499,04:13
2015/05,Structural Fires,Bronx,549,04:18
2015/05,Structural Fires,Staten Island,124,04:34
2015/05,Structural Fires,Brooklyn,708,03:38
2015/05,Structural Fires,Queens,475,04:36
2015/06,All Fire/Emergency Incidents,Citywide,"49,227",04:48
2015/06,All Fire/Emergency Incidents,Manhattan,"13,715",05:04
2015/06,All Fire/Emergency Incidents,Bronx,"9,841",05:03
2015/06,All Fire/Emergency Incidents,Staten Island,"2,342",04:47
2015/06,All Fire/Emergency Incidents,Brooklyn,"13,771",04:19
2015/06,All Fire/Emergency Incidents,Queens,"9,558",04:55
2015/06,False Alarm,Citywide,"1,909",04:40
2015/06,False Alarm,Manhattan,297,04:57
2015/06,False Alarm,Bronx,573,04:43
2015/06,False Alarm,Staten Island,153,04:39
2015/06,False Alarm,Brooklyn,527,04:23
2015/06,False Alarm,Queens,359,04:50
2015/06,Medical Emergencies,Citywide,"23,922",04:25
2015/06,Medical Emergencies,Manhattan,"6,735",04:41
2015/06,Medical Emergencies,Bronx,"4,640",04:36
2015/06,Medical Emergencies,Staten Island,"1,044",04:33
2015/06,Medical Emergencies,Brooklyn,"6,872",03:58
2015/06,Medical Emergencies,Queens,"4,631",04:32
2015/06,Medical False Alarm,Citywide,307,04:21
2015/06,Medical False Alarm,Manhattan,66,04:30
2015/06,Medical False Alarm,Bronx,63,05:02
2015/06,Medical False Alarm,Staten Island,15,04:10
2015/06,Medical False Alarm,Brooklyn,98,03:53
2015/06,Medical False Alarm,Queens,65,04:16
2015/06,NonMedical Emergencies,Citywide,"19,915",05:14
2015/06,NonMedical Emergencies,Manhattan,"5,844",05:26
2015/06,NonMedical Emergencies,Bronx,"4,003",05:32
2015/06,NonMedical Emergencies,Staten Island,948,05:04
2015/06,NonMedical Emergencies,Brooklyn,"5,298",04:45
2015/06,NonMedical Emergencies,Queens,"3,822",05:21
2015/06,NonStructural Fires,Citywide,"1,143",04:28
2015/06,NonStructural Fires,Manhattan,302,05:00
2015/06,NonStructural Fires,Bronx,149,04:31
2015/06,NonStructural Fires,Staten Island,78,04:28
2015/06,NonStructural Fires,Brooklyn,367,03:57
2015/06,NonStructural Fires,Queens,247,04:36
2015/06,Structural Fires,Citywide,"2,031",04:14
2015/06,Structural Fires,Manhattan,471,04:18
2015/06,Structural Fires,Bronx,413,04:20
2015/06,Structural Fires,Staten Island,104,04:33
2015/06,Structural Fires,Brooklyn,609,03:45
2015/06,Structural Fires,Queens,434,04:40
2015/07,All Fire/Emergency Incidents,Citywide,"52,758",04:49
2015/07,All Fire/Emergency Incidents,Manhattan,"14,865",05:06
2015/07,All Fire/Emergency Incidents,Bronx,"10,897",05:02
2015/07,All Fire/Emergency Incidents,Staten Island,"2,427",04:53
2015/07,All Fire/Emergency Incidents,Brooklyn,"14,433",04:19
2015/07,All Fire/Emergency Incidents,Queens,"10,136",04:55
2015/07,False Alarm,Citywide,"2,121",04:40
2015/07,False Alarm,Manhattan,433,05:08
2015/07,False Alarm,Bronx,553,04:39
2015/07,False Alarm,Staten Island,153,04:33
2015/07,False Alarm,Brooklyn,554,04:17
2015/07,False Alarm,Queens,428,04:45
2015/07,Medical Emergencies,Citywide,"25,724",04:28
2015/07,Medical Emergencies,Manhattan,"7,347",04:47
2015/07,Medical Emergencies,Bronx,"5,135",04:38
2015/07,Medical Emergencies,Staten Island,"1,089",04:40
2015/07,Medical Emergencies,Brooklyn,"7,130",04:00
2015/07,Medical Emergencies,Queens,"5,023",04:32
2015/07,Medical False Alarm,Citywide,330,04:26
2015/07,Medical False Alarm,Manhattan,88,04:41
2015/07,Medical False Alarm,Bronx,63,04:37
2015/07,Medical False Alarm,Staten Island,10,04:31
2015/07,Medical False Alarm,Brooklyn,91,03:53
2015/07,Medical False Alarm,Queens,78,04:41
2015/07,NonMedical Emergencies,Citywide,"21,296",05:13
2015/07,NonMedical Emergencies,Manhattan,"6,159",05:23
2015/07,NonMedical Emergencies,Bronx,"4,551",05:30
2015/07,NonMedical Emergencies,Staten Island,993,05:08
2015/07,NonMedical Emergencies,Brooklyn,"5,618",04:45
2015/07,NonMedical Emergencies,Queens,"3,975",05:21
2015/07,NonStructural Fires,Citywide,"1,363",04:35
2015/07,NonStructural Fires,Manhattan,372,05:19
2015/07,NonStructural Fires,Bronx,228,04:47
2015/07,NonStructural Fires,Staten Island,79,05:04
2015/07,NonStructural Fires,Brooklyn,395,03:50
2015/07,NonStructural Fires,Queens,289,04:29
2015/07,Structural Fires,Citywide,"1,924",04:09
2015/07,Structural Fires,Manhattan,466,04:19
2015/07,Structural Fires,Bronx,367,04:17
2015/07,Structural Fires,Staten Island,103,04:40
2015/07,Structural Fires,Brooklyn,645,03:41
2015/07,Structural Fires,Queens,343,04:31
2015/08,All Fire/Emergency Incidents,Citywide,"51,033",04:46
2015/08,All Fire/Emergency Incidents,Manhattan,"14,519",05:04
2015/08,All Fire/Emergency Incidents,Bronx,"10,316",05:01
2015/08,All Fire/Emergency Incidents,Staten Island,"2,424",04:49
2015/08,All Fire/Emergency Incidents,Brooklyn,"14,037",04:13
2015/08,All Fire/Emergency Incidents,Queens,"9,737",04:54
2015/08,False Alarm,Citywide,"2,120",04:37
2015/08,False Alarm,Manhattan,416,05:10
2015/08,False Alarm,Bronx,499,04:43
2015/08,False Alarm,Staten Island,165,04:35
2015/08,False Alarm,Brooklyn,602,04:08
2015/08,False Alarm,Queens,438,04:38
2015/08,Medical Emergencies,Citywide,"25,311",04:27
2015/08,Medical Emergencies,Manhattan,"7,288",04:47
2015/08,Medical Emergencies,Bronx,"4,941",04:37
2015/08,Medical Emergencies,Staten Island,"1,074",04:40
2015/08,Medical Emergencies,Brooklyn,"7,228",03:57
2015/08,Medical Emergencies,Queens,"4,780",04:35
2015/08,Medical False Alarm,Citywide,366,04:27
2015/08,Medical False Alarm,Manhattan,78,04:37
2015/08,Medical False Alarm,Bronx,77,04:56
2015/08,Medical False Alarm,Staten Island,20,04:43
2015/08,Medical False Alarm,Brooklyn,124,04:00
2015/08,Medical False Alarm,Queens,67,04:28
2015/08,NonMedical Emergencies,Citywide,"19,929",05:11
2015/08,NonMedical Emergencies,Manhattan,"5,949",05:23
2015/08,NonMedical Emergencies,Bronx,"4,170",05:29
2015/08,NonMedical Emergencies,Staten Island,978,05:02
2015/08,NonMedical Emergencies,Brooklyn,"5,052",04:37
2015/08,NonMedical Emergencies,Queens,"3,780",05:19
2015/08,NonStructural Fires,Citywide,"1,330",04:21
2015/08,NonStructural Fires,Manhattan,329,04:23
2015/08,NonStructural Fires,Bronx,212,04:47
2015/08,NonStructural Fires,Staten Island,81,04:35
2015/08,NonStructural Fires,Brooklyn,417,03:54
2015/08,NonStructural Fires,Queens,291,04:34
2015/08,Structural Fires,Citywide,"1,977",04:06
2015/08,Structural Fires,Manhattan,459,04:14
2015/08,Structural Fires,Bronx,417,04:13
2015/08,Structural Fires,Staten Island,106,04:33
2015/08,Structural Fires,Brooklyn,614,03:34
2015/08,Structural Fires,Queens,381,04:33
2015/09,All Fire/Emergency Incidents,Citywide,"48,331",04:48
